case_id,event_id,scenario,selected_strategy,predicted_delay_hours,actual_delay_hours,predicted_cost,actual_cost,covered_demand_rate,production_downtime_hours,lost_orders,customer_complaints,outcome_status,human_rating,lessons_learned,model_version,parameter_version,created_at
CASE-000102,EVT-000207,海关查验延误-青岛-207,接受短期停线+控制现金成本,24,18,526047.12,505612.34,0.8869,24,2,10,success,3,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-12-03T08:00:00+08:00
CASE-000103,EVT-000084,运输节点中断-合肥-084,双供应商分单+安全库存锁定,24,30,207759.42,268012.34,0.5507,4,2,17,success,5,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-08-05T08:00:00+08:00
CASE-000104,EVT-000047,区域限电-杭州-047,接受短期停线+控制现金成本,48,48,489689.48,868541.49,0.7252,8,2,13,failed,3,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-01-10T08:00:00+08:00
CASE-000105,EVT-000112,供应商停产-东莞-112,紧急采购+生产计划调整,6,0,336975.48,483188.28,0.7968,8,0,10,success,4,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-09-07T08:00:00+08:00
CASE-000106,EVT-000019,需求突增-杭州-019,接受短期停线+控制现金成本,24,27,456208.24,541107.04,0.8707,0,2,14,success,4,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-06-22T08:00:00+08:00
CASE-000107,EVT-000073,质量召回-天津-073,库存重分配+客户分级沟通,6,6,63835.26,1151245.43,0.627,0,0,15,success,2,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-04-27T08:00:00+08:00
CASE-000108,EVT-000169,需求突增-东莞-169,接受短期停线+控制现金成本,6,30,323872.88,46678.61,0.6457,12,5,14,success,5,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-12-16T08:00:00+08:00
CASE-000109,EVT-000006,运输节点中断-合肥-006,紧急采购+生产计划调整,0,24,312282.36,795331.24,0.5759,24,5,15,success,2,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-05-13T08:00:00+08:00
CASE-000110,EVT-000201,质量召回-宁波-201,关键订单空运+备用供应商补货,12,12,148765.52,940086.11,0.9841,0,2,1,success,5,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-01-14T08:00:00+08:00
CASE-000111,EVT-000209,台风天气-合肥-209,库存重分配+客户分级沟通,72,72,575145.75,889846.8,0.7231,0,3,4,partial_success,2,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-12-19T08:00:00+08:00
CASE-000112,EVT-000214,区域限电-宁波-214,关键订单空运+备用供应商补货,72,96,29648.66,1064448.02,0.8638,0,1,7,success,4,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-01-04T08:00:00+08:00
CASE-000113,EVT-000073,质量召回-天津-073,关键订单空运+备用供应商补货,12,24,573289.55,140178.53,0.8086,12,1,3,success,5,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-01-10T08:00:00+08:00
CASE-000114,EVT-000140,海关查验延误-上海-140,接受短期停线+控制现金成本,48,60,151519.34,1159030.34,0.7284,24,1,9,partial_success,2,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-02-27T08:00:00+08:00
CASE-000115,EVT-000109,需求突增-杭州-109,铁路替代+延期交付,48,48,391878.67,43133.27,0.8946,0,2,11,success,5,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-05-01T08:00:00+08:00
CASE-000116,EVT-000205,区域限电-苏州-205,库存重分配+客户分级沟通,24,36,738147.14,127676.3,0.7129,48,0,13,success,2,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-10-21T08:00:00+08:00
CASE-000117,EVT-000079,海关查验延误-苏州-079,库存重分配+客户分级沟通,24,36,264681.43,1003982.76,0.8944,8,1,2,success,3,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-10-03T08:00:00+08:00
CASE-000118,EVT-000222,质量召回-青岛-222,双供应商分单+安全库存锁定,72,96,701974.39,652467.13,0.797,0,2,2,success,3,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-01-30T08:00:00+08:00
CASE-000119,EVT-000097,质量召回-上海-097,双供应商分单+安全库存锁定,0,24,514921.32,310833.77,0.679,8,1,2,success,3,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-05-21T08:00:00+08:00
CASE-000120,EVT-000234,质量召回-东莞-234,双供应商分单+安全库存锁定,0,12,250642.74,378858.3,0.918,12,3,10,success,5,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-02-28T08:00:00+08:00
CASE-000121,EVT-000191,台风天气-合肥-191,接受短期停线+控制现金成本,72,96,864445.19,568499.65,0.9564,48,3,5,success,2,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-02-11T08:00:00+08:00
CASE-000122,EVT-000071,质量召回-苏州-071,库存重分配+客户分级沟通,6,0,714810.52,565837.82,0.5816,0,2,16,success,3,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-05-18T08:00:00+08:00
CASE-000123,EVT-000115,区域限电-东莞-115,接受短期停线+控制现金成本,36,48,770232.9,449014.33,0.7325,0,3,8,success,5,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-04-11T08:00:00+08:00
CASE-000124,EVT-000239,台风天气-青岛-239,双供应商分单+安全库存锁定,0,24,869805.57,804327.27,0.9391,8,0,1,failed,2,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-01-02T08:00:00+08:00
CASE-000125,EVT-000210,台风天气-武汉-210,库存重分配+客户分级沟通,6,6,75932.47,369904.42,0.6128,0,0,16,success,3,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-03-28T08:00:00+08:00
CASE-000126,EVT-000149,海关查验延误-上海-149,库存重分配+客户分级沟通,36,42,490928.81,1190019.93,0.7933,4,0,7,success,3,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-12-29T08:00:00+08:00
CASE-000127,EVT-000097,质量召回-上海-097,接受短期停线+控制现金成本,12,15,47199.23,325007.98,0.7606,12,3,0,partial_success,5,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-10-20T08:00:00+08:00
CASE-000128,EVT-000191,台风天气-合肥-191,关键订单空运+备用供应商补货,72,96,887633.68,345978.82,0.6608,0,1,7,success,2,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-04-21T08:00:00+08:00
CASE-000129,EVT-000225,需求突增-苏州-225,铁路替代+延期交付,12,12,501062.98,787970.48,0.9397,12,0,3,success,2,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-06-26T08:00:00+08:00
CASE-000130,EVT-000204,海关查验延误-上海-204,接受短期停线+控制现金成本,12,12,200486.05,999823.99,0.9454,0,5,11,failed,3,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-03-16T08:00:00+08:00
CASE-000131,EVT-000168,区域限电-苏州-168,紧急采购+生产计划调整,72,84,274143.56,87347.6,0.6857,4,1,9,failed,2,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-05-03T08:00:00+08:00
CASE-000132,EVT-000013,台风天气-苏州-013,关键订单空运+备用供应商补货,36,30,194326.88,888595.45,0.9829,0,5,7,success,4,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-04-09T08:00:00+08:00
CASE-000133,EVT-000032,台风天气-成都-032,关键订单空运+备用供应商补货,72,75,559210.48,171989.59,0.797,24,2,9,success,4,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-06-22T08:00:00+08:00
CASE-000134,EVT-000129,供应商停产-东莞-129,关键订单空运+备用供应商补货,0,24,550862.34,217711.58,0.7381,0,5,6,success,2,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-01-08T08:00:00+08:00
CASE-000135,EVT-000155,海关查验延误-武汉-155,关键订单空运+备用供应商补货,48,54,25959.16,1130950.74,0.9333,0,1,5,success,3,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-08-29T08:00:00+08:00
CASE-000136,EVT-000011,台风天气-杭州-011,双供应商分单+安全库存锁定,0,6,722085.2,607602.13,0.6309,12,2,16,success,3,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-05-15T08:00:00+08:00
CASE-000137,EVT-000027,质量召回-苏州-027,关键订单空运+备用供应商补货,24,27,250514.02,986330.85,0.5699,0,5,10,success,5,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-01-05T08:00:00+08:00
CASE-000138,EVT-000235,供应商停产-苏州-235,关键订单空运+备用供应商补货,0,12,576867.89,659931.8,0.8281,0,1,14,partial_success,4,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-07-17T08:00:00+08:00
CASE-000139,EVT-000149,海关查验延误-上海-149,关键订单空运+备用供应商补货,6,18,540480.39,45783.61,0.9118,12,0,0,partial_success,2,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-08-11T08:00:00+08:00
CASE-000140,EVT-000136,需求突增-宁波-136,接受短期停线+控制现金成本,12,15,400089.22,387727.19,0.7388,0,3,0,success,5,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-12-24T08:00:00+08:00
CASE-000141,EVT-000160,质量召回-宁波-160,库存重分配+客户分级沟通,24,48,423469.59,1005003.32,0.565,8,3,8,success,4,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-09-21T08:00:00+08:00
CASE-000142,EVT-000112,供应商停产-东莞-112,库存重分配+客户分级沟通,6,9,835839.79,316786.37,0.7145,0,2,1,success,2,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-10-21T08:00:00+08:00
CASE-000143,EVT-000011,台风天气-杭州-011,关键订单空运+备用供应商补货,0,0,178368.8,882160.33,0.8757,12,0,16,success,5,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-10-17T08:00:00+08:00
CASE-000144,EVT-000080,质量召回-武汉-080,紧急采购+生产计划调整,72,78,746149.88,397785.67,0.849,48,0,6,success,4,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-04-21T08:00:00+08:00
CASE-000145,EVT-000134,需求突增-合肥-134,紧急采购+生产计划调整,72,96,767551.74,110928.01,0.6684,48,3,7,success,2,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-01-08T08:00:00+08:00
CASE-000146,EVT-000161,区域限电-青岛-161,铁路替代+延期交付,72,75,226155.02,935513.68,0.6833,0,0,2,failed,3,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-08-17T08:00:00+08:00
CASE-000147,EVT-000049,海关查验延误-上海-049,接受短期停线+控制现金成本,24,48,822489.41,117083.5,0.6466,0,0,1,failed,1,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-09-11T08:00:00+08:00
CASE-000148,EVT-000120,供应商停产-天津-120,铁路替代+延期交付,72,72,139470.72,266560.73,0.7788,12,0,10,success,5,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-04-06T08:00:00+08:00
CASE-000149,EVT-000227,供应商停产-上海-227,接受短期停线+控制现金成本,48,48,652661.83,870771.45,0.61,48,5,17,failed,1,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-03-26T08:00:00+08:00
CASE-000150,EVT-000078,海关查验延误-成都-078,关键订单空运+备用供应商补货,48,51,187458.63,1067858.0,0.982,0,0,8,partial_success,4,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-08-02T08:00:00+08:00
CASE-000151,EVT-000213,区域限电-武汉-213,紧急采购+生产计划调整,72,66,826652.8,959035.24,0.7398,8,0,10,success,3,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-11-13T08:00:00+08:00
CASE-000152,EVT-000193,区域限电-宁波-193,接受短期停线+控制现金成本,0,6,396418.9,135390.32,0.9864,48,0,10,success,4,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-04-16T08:00:00+08:00
CASE-000153,EVT-000003,台风天气-成都-003,库存重分配+客户分级沟通,72,84,828168.31,986214.92,0.7602,12,0,4,success,4,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-07-08T08:00:00+08:00
CASE-000154,EVT-000118,区域限电-成都-118,紧急采购+生产计划调整,48,72,651924.97,108611.25,0.8963,12,0,0,success,5,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-06-09T08:00:00+08:00
CASE-000155,EVT-000121,台风天气-合肥-121,关键订单空运+备用供应商补货,24,48,376988.53,352550.98,0.9066,0,2,14,failed,2,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-02-06T08:00:00+08:00
CASE-000156,EVT-000056,运输节点中断-合肥-056,库存重分配+客户分级沟通,0,3,207977.7,287425.6,0.9356,4,3,8,success,4,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-08-03T08:00:00+08:00
CASE-000157,EVT-000130,海关查验延误-成都-130,紧急采购+生产计划调整,6,6,155505.48,976483.8,0.7076,4,0,9,failed,1,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-03-22T08:00:00+08:00
CASE-000158,EVT-000021,运输节点中断-上海-021,库存重分配+客户分级沟通,24,27,615092.3,761690.06,0.7453,8,1,7,partial_success,4,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-03-01T08:00:00+08:00
CASE-000159,EVT-000100,供应商停产-东莞-100,关键订单空运+备用供应商补货,24,48,615097.97,153610.76,0.6603,0,0,15,success,2,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-03-02T08:00:00+08:00
CASE-000160,EVT-000112,供应商停产-东莞-112,库存重分配+客户分级沟通,12,12,446098.15,242228.11,0.6345,0,0,18,partial_success,5,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-12-03T08:00:00+08:00
CASE-000161,EVT-000022,质量召回-成都-022,双供应商分单+安全库存锁定,72,96,835675.98,545347.33,0.9854,24,0,16,success,3,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-03-29T08:00:00+08:00
CASE-000162,EVT-000179,需求突增-青岛-179,铁路替代+延期交付,12,6,629508.73,161757.05,0.5825,48,0,7,partial_success,3,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-06-05T08:00:00+08:00
CASE-000163,EVT-000069,区域限电-苏州-069,接受短期停线+控制现金成本,6,6,541098.21,931174.78,0.5377,48,0,5,success,5,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-08-19T08:00:00+08:00
CASE-000164,EVT-000231,运输节点中断-天津-231,双供应商分单+安全库存锁定,12,15,748380.77,453226.81,0.574,48,3,2,success,5,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-01-29T08:00:00+08:00
CASE-000165,EVT-000214,区域限电-宁波-214,关键订单空运+备用供应商补货,48,48,658367.9,659711.65,0.8635,12,1,14,success,5,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-06-11T08:00:00+08:00
CASE-000166,EVT-000238,运输节点中断-杭州-238,关键订单空运+备用供应商补货,36,36,346440.33,937883.01,0.5534,0,2,10,partial_success,4,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-02-22T08:00:00+08:00
CASE-000167,EVT-000171,运输节点中断-武汉-171,铁路替代+延期交付,0,3,130266.68,335636.98,0.9787,48,2,4,success,2,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-06-16T08:00:00+08:00
CASE-000168,EVT-000172,质量召回-天津-172,接受短期停线+控制现金成本,24,27,562665.27,332086.02,0.8921,48,0,7,success,5,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-05-11T08:00:00+08:00
CASE-000169,EVT-000065,需求突增-青岛-065,紧急采购+生产计划调整,36,36,678060.26,672012.01,0.6906,0,5,17,partial_success,4,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-06-20T08:00:00+08:00
CASE-000170,EVT-000077,供应商停产-成都-077,接受短期停线+控制现金成本,48,51,420340.79,1073103.1,0.8375,0,0,0,success,5,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-06-01T08:00:00+08:00
CASE-000171,EVT-000210,台风天气-武汉-210,关键订单空运+备用供应商补货,6,12,698242.97,918966.14,0.5856,8,1,17,success,5,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-03-23T08:00:00+08:00
CASE-000172,EVT-000059,海关查验延误-苏州-059,关键订单空运+备用供应商补货,36,36,751500.35,480290.86,0.5675,0,0,12,partial_success,5,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-10-10T08:00:00+08:00
CASE-000173,EVT-000059,海关查验延误-苏州-059,接受短期停线+控制现金成本,0,0,366640.01,729790.43,0.6735,0,5,18,failed,1,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-06-09T08:00:00+08:00
CASE-000174,EVT-000180,港口停运-成都-180,铁路替代+延期交付,36,42,374396.47,811297.28,0.9765,8,2,4,success,5,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-01-01T08:00:00+08:00
CASE-000175,EVT-000086,台风天气-天津-086,双供应商分单+安全库存锁定,12,6,37512.79,713423.11,0.5985,0,1,8,success,5,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-03-16T08:00:00+08:00
CASE-000176,EVT-000138,台风天气-上海-138,库存重分配+客户分级沟通,72,84,617629.44,724557.74,0.85,48,5,9,success,4,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-06-29T08:00:00+08:00
CASE-000177,EVT-000097,质量召回-上海-097,紧急采购+生产计划调整,24,18,279819.74,370880.79,0.6291,48,0,6,success,2,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-03-21T08:00:00+08:00
CASE-000178,EVT-000060,海关查验延误-杭州-060,双供应商分单+安全库存锁定,0,6,119604.52,412270.15,0.6252,12,0,10,success,3,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-01-10T08:00:00+08:00
CASE-000179,EVT-000100,供应商停产-东莞-100,接受短期停线+控制现金成本,72,96,553920.98,1101310.02,0.76,24,0,2,failed,3,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-05-26T08:00:00+08:00
CASE-000180,EVT-000235,供应商停产-苏州-235,双供应商分单+安全库存锁定,6,0,490541.04,451008.5,0.6798,4,3,14,success,5,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-04-05T08:00:00+08:00
CASE-000181,EVT-000152,海关查验延误-苏州-152,双供应商分单+安全库存锁定,6,18,355590.99,544870.16,0.7772,8,1,14,success,5,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-11-29T08:00:00+08:00
CASE-000182,EVT-000071,质量召回-苏州-071,双供应商分单+安全库存锁定,6,30,406565.28,472443.21,0.8558,12,1,5,success,3,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-02-07T08:00:00+08:00
CASE-000183,EVT-000199,需求突增-上海-199,关键订单空运+备用供应商补货,12,18,274087.52,220864.47,0.7685,48,0,7,success,5,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-09-22T08:00:00+08:00
CASE-000184,EVT-000131,需求突增-宁波-131,库存重分配+客户分级沟通,12,24,626691.19,482686.72,0.5962,8,0,14,success,3,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-03-23T08:00:00+08:00
CASE-000185,EVT-000025,海关查验延误-武汉-025,铁路替代+延期交付,24,24,294271.61,1080116.94,0.7932,8,3,5,partial_success,4,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-06-28T08:00:00+08:00
CASE-000186,EVT-000062,港口停运-青岛-062,双供应商分单+安全库存锁定,12,12,379441.6,82422.39,0.5874,12,5,17,failed,3,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-09-04T08:00:00+08:00
CASE-000187,EVT-000190,区域限电-武汉-190,双供应商分单+安全库存锁定,72,84,872364.63,199347.4,0.7378,48,2,6,success,2,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-10-17T08:00:00+08:00
CASE-000188,EVT-000107,港口停运-宁波-107,接受短期停线+控制现金成本,0,3,219193.07,982798.21,0.7886,0,0,8,partial_success,4,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-07-10T08:00:00+08:00
CASE-000189,EVT-000166,区域限电-成都-166,双供应商分单+安全库存锁定,12,12,202210.19,159717.05,0.848,48,3,5,failed,1,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-10-03T08:00:00+08:00
CASE-000190,EVT-000011,台风天气-杭州-011,关键订单空运+备用供应商补货,72,96,702093.39,1050636.68,0.8839,8,1,12,success,4,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-03-15T08:00:00+08:00
CASE-000191,EVT-000015,运输节点中断-上海-015,紧急采购+生产计划调整,72,72,395353.23,543572.05,0.6091,4,0,18,success,3,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-01-07T08:00:00+08:00
CASE-000192,EVT-000180,港口停运-成都-180,铁路替代+延期交付,48,54,745566.67,191961.39,0.5269,48,0,15,partial_success,2,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-02-10T08:00:00+08:00
CASE-000193,EVT-000150,需求突增-苏州-150,铁路替代+延期交付,12,12,350839.0,749167.15,0.6379,0,0,0,success,3,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-01-15T08:00:00+08:00
CASE-000194,EVT-000023,海关查验延误-武汉-023,双供应商分单+安全库存锁定,36,42,815117.64,972667.55,0.5379,0,1,8,success,5,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-01-20T08:00:00+08:00
CASE-000195,EVT-000217,运输节点中断-天津-217,接受短期停线+控制现金成本,24,30,381223.99,1138749.56,0.8849,8,2,11,success,2,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-10-06T08:00:00+08:00
CASE-000196,EVT-000022,质量召回-成都-022,库存重分配+客户分级沟通,72,96,199850.04,538396.41,0.9876,12,5,10,failed,3,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-02-02T08:00:00+08:00
CASE-000197,EVT-000092,台风天气-合肥-092,关键订单空运+备用供应商补货,72,66,81561.7,1030597.98,0.5399,0,0,9,success,5,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-01-07T08:00:00+08:00
CASE-000198,EVT-000043,运输节点中断-天津-043,关键订单空运+备用供应商补货,0,0,144630.6,700967.6,0.7806,48,0,3,success,4,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-08-12T08:00:00+08:00
CASE-000199,EVT-000180,港口停运-成都-180,接受短期停线+控制现金成本,0,3,285661.79,390754.97,0.9867,24,3,6,success,4,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-01-15T08:00:00+08:00
CASE-000200,EVT-000201,质量召回-宁波-201,库存重分配+客户分级沟通,0,6,609607.49,1088202.66,0.8645,0,0,10,success,2,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-03-25T08:00:00+08:00
CASE-000201,EVT-000165,质量召回-青岛-165,接受短期停线+控制现金成本,12,6,331926.0,1161406.72,0.839,12,5,9,failed,1,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-08-23T08:00:00+08:00
CASE-000202,EVT-000146,海关查验延误-合肥-146,紧急采购+生产计划调整,36,48,527340.05,753101.7,0.6599,48,0,3,partial_success,3,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-12-02T08:00:00+08:00
CASE-000203,EVT-000062,港口停运-青岛-062,铁路替代+延期交付,12,12,163823.13,439955.7,0.9283,24,2,18,success,4,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-04-15T08:00:00+08:00
