event_id,event_type,event_title,severity,risk_score,location,affected_supplier_id,affected_material_id,affected_route,estimated_delay_hours,event_status,started_at,resolved_at,description,updated_at
EVT-000097,quality_recall,质量召回-上海-097,medium,58,宁波,SUP-015,MAT-0117,合肥至天津,12,resolved,2025-10-18T17:00:00+08:00,2025-10-25T03:00:00+08:00,质量召回影响供应商、物料和运输路线，需评估库存、订单与替代供应。,2025-10-19T05:00:00+08:00
EVT-000098,typhoon,台风天气-杭州-098,high,71,上海,SUP-039,MAT-0209,青岛至成都,96,active,2025-08-06T03:00:00+08:00,2025-08-06T15:00:00+08:00,台风天气影响供应商、物料和运输路线，需评估库存、订单与替代供应。,2025-08-07T18:00:00+08:00
EVT-000099,quality_recall,质量召回-宁波-099,medium,62,东莞,SUP-052,MAT-0062,苏州至青岛,168,monitoring,2025-08-23T05:00:00+08:00,2025-08-24T04:00:00+08:00,质量召回影响供应商、物料和运输路线，需评估库存、订单与替代供应。,2025-08-24T09:00:00+08:00
EVT-000100,supplier_shutdown,供应商停产-东莞-100,medium,58,苏州,SUP-053,MAT-0094,宁波至东莞,48,active,2025-06-15T16:00:00+08:00,2025-06-18T19:00:00+08:00,供应商停产影响供应商、物料和运输路线，需评估库存、订单与替代供应。,2025-06-16T04:00:00+08:00
EVT-000101,typhoon,台风天气-成都-101,high,80,武汉,SUP-044,MAT-0202,杭州至合肥,168,resolved,2025-12-05T07:00:00+08:00,2025-12-14T12:00:00+08:00,台风天气影响供应商、物料和运输路线，需评估库存、订单与替代供应。,2025-12-07T09:00:00+08:00
EVT-000102,route_blockage,运输节点中断-杭州-102,critical,91,上海,SUP-018,MAT-0089,成都至青岛,72,resolved,2026-05-22T04:00:00+08:00,2026-05-28T18:00:00+08:00,运输节点中断影响供应商、物料和运输路线，需评估库存、订单与替代供应。,2026-05-23T16:00:00+08:00
EVT-000103,power_shortage,区域限电-苏州-103,high,71,东莞,SUP-001,MAT-0213,上海至合肥,72,monitoring,2025-10-14T16:00:00+08:00,2025-10-15T22:00:00+08:00,区域限电影响供应商、物料和运输路线，需评估库存、订单与替代供应。,2025-10-17T08:00:00+08:00
EVT-000104,demand_surge,需求突增-成都-104,medium,63,天津,SUP-021,MAT-0107,上海至杭州,6,monitoring,2025-11-09T17:00:00+08:00,2025-11-10T11:00:00+08:00,需求突增影响供应商、物料和运输路线，需评估库存、订单与替代供应。,2025-11-10T02:00:00+08:00
EVT-000105,port_shutdown,港口停运-天津-105,critical,96,天津,SUP-034,MAT-0091,杭州至苏州,96,escalated,2025-12-22T23:00:00+08:00,2025-12-31T17:00:00+08:00,港口停运影响供应商、物料和运输路线，需评估库存、订单与替代供应。,2025-12-25T05:00:00+08:00
EVT-000106,demand_surge,需求突增-苏州-106,high,73,杭州,SUP-006,MAT-0054,武汉至天津,24,resolved,2025-12-10T11:00:00+08:00,2025-12-15T13:00:00+08:00,需求突增影响供应商、物料和运输路线，需评估库存、订单与替代供应。,2025-12-12T05:00:00+08:00
EVT-000107,port_shutdown,港口停运-宁波-107,medium,59,天津,SUP-054,MAT-0178,杭州至东莞,12,monitoring,2026-04-14T06:00:00+08:00,2026-04-19T07:00:00+08:00,港口停运影响供应商、物料和运输路线，需评估库存、订单与替代供应。,2026-04-15T14:00:00+08:00
EVT-000108,typhoon,台风天气-杭州-108,medium,59,苏州,SUP-013,MAT-0031,宁波至合肥,168,active,2025-06-25T00:00:00+08:00,2025-07-03T14:00:00+08:00,台风天气影响供应商、物料和运输路线，需评估库存、订单与替代供应。,2025-06-26T06:00:00+08:00
EVT-000109,demand_surge,需求突增-杭州-109,low,44,东莞,SUP-028,MAT-0106,成都至武汉,72,resolved,2026-04-12T03:00:00+08:00,2026-04-18T06:00:00+08:00,需求突增影响供应商、物料和运输路线，需评估库存、订单与替代供应。,2026-04-13T09:00:00+08:00
EVT-000110,typhoon,台风天气-杭州-110,medium,58,合肥,SUP-016,MAT-0158,武汉至宁波,168,resolved,2025-07-05T05:00:00+08:00,2025-07-07T16:00:00+08:00,台风天气影响供应商、物料和运输路线，需评估库存、订单与替代供应。,2025-07-06T22:00:00+08:00
EVT-000111,route_blockage,运输节点中断-杭州-111,high,79,宁波,SUP-030,MAT-0081,天津至苏州,72,monitoring,2025-12-05T01:00:00+08:00,2025-12-07T19:00:00+08:00,运输节点中断影响供应商、物料和运输路线，需评估库存、订单与替代供应。,2025-12-07T04:00:00+08:00
EVT-000112,supplier_shutdown,供应商停产-东莞-112,low,28,成都,SUP-029,MAT-0125,青岛至宁波,48,resolved,2025-06-20T09:00:00+08:00,2025-06-25T16:00:00+08:00,供应商停产影响供应商、物料和运输路线，需评估库存、订单与替代供应。,2025-06-22T14:00:00+08:00
EVT-000113,supplier_shutdown,供应商停产-东莞-113,critical,93,宁波,SUP-013,MAT-0133,宁波至青岛,72,resolved,2026-02-08T19:00:00+08:00,2026-02-15T06:00:00+08:00,供应商停产影响供应商、物料和运输路线，需评估库存、订单与替代供应。,2026-02-10T23:00:00+08:00
EVT-000114,route_blockage,运输节点中断-宁波-114,medium,52,天津,SUP-001,MAT-0110,上海至杭州,48,monitoring,2026-05-21T11:00:00+08:00,2026-05-30T00:00:00+08:00,运输节点中断影响供应商、物料和运输路线，需评估库存、订单与替代供应。,2026-05-23T08:00:00+08:00
EVT-000115,power_shortage,区域限电-东莞-115,high,71,青岛,SUP-016,MAT-0112,武汉至合肥,168,monitoring,2025-08-15T04:00:00+08:00,2025-08-17T13:00:00+08:00,区域限电影响供应商、物料和运输路线，需评估库存、订单与替代供应。,2025-08-15T18:00:00+08:00
EVT-000116,power_shortage,区域限电-东莞-116,medium,69,青岛,SUP-002,MAT-0134,苏州至杭州,6,monitoring,2025-09-14T10:00:00+08:00,2025-09-16T12:00:00+08:00,区域限电影响供应商、物料和运输路线，需评估库存、订单与替代供应。,2025-09-14T22:00:00+08:00
EVT-000117,port_shutdown,港口停运-上海-117,high,75,武汉,SUP-036,MAT-0064,武汉至天津,72,monitoring,2026-03-27T23:00:00+08:00,2026-04-05T01:00:00+08:00,港口停运影响供应商、物料和运输路线，需评估库存、订单与替代供应。,2026-03-30T03:00:00+08:00
EVT-000118,power_shortage,区域限电-成都-118,medium,54,宁波,SUP-042,MAT-0189,苏州至东莞,12,resolved,2025-08-26T10:00:00+08:00,2025-08-31T22:00:00+08:00,区域限电影响供应商、物料和运输路线，需评估库存、订单与替代供应。,2025-08-26T23:00:00+08:00
EVT-000119,demand_surge,需求突增-宁波-119,medium,53,武汉,SUP-043,MAT-0217,宁波至青岛,72,resolved,2025-08-03T01:00:00+08:00,2025-08-08T17:00:00+08:00,需求突增影响供应商、物料和运输路线，需评估库存、订单与替代供应。,2025-08-03T02:00:00+08:00
EVT-000120,supplier_shutdown,供应商停产-天津-120,medium,60,东莞,SUP-027,MAT-0132,东莞至上海,6,resolved,2026-02-01T07:00:00+08:00,2026-02-02T15:00:00+08:00,供应商停产影响供应商、物料和运输路线，需评估库存、订单与替代供应。,2026-02-03T03:00:00+08:00
EVT-000121,typhoon,台风天气-合肥-121,low,25,青岛,SUP-056,MAT-0074,武汉至东莞,24,monitoring,2026-03-10T12:00:00+08:00,2026-03-18T11:00:00+08:00,台风天气影响供应商、物料和运输路线，需评估库存、订单与替代供应。,2026-03-11T06:00:00+08:00
EVT-000122,power_shortage,区域限电-上海-122,medium,69,杭州,SUP-055,MAT-0014,合肥至宁波,72,resolved,2025-12-28T08:00:00+08:00,2025-12-29T13:00:00+08:00,区域限电影响供应商、物料和运输路线，需评估库存、订单与替代供应。,2025-12-30T19:00:00+08:00
EVT-000123,route_blockage,运输节点中断-宁波-123,high,76,青岛,SUP-038,MAT-0088,成都至武汉,6,resolved,2026-03-21T23:00:00+08:00,2026-03-29T02:00:00+08:00,运输节点中断影响供应商、物料和运输路线，需评估库存、订单与替代供应。,2026-03-24T15:00:00+08:00
EVT-000124,power_shortage,区域限电-上海-124,low,46,合肥,SUP-010,MAT-0025,天津至东莞,12,resolved,2025-10-09T08:00:00+08:00,2025-10-09T14:00:00+08:00,区域限电影响供应商、物料和运输路线，需评估库存、订单与替代供应。,2025-10-11T07:00:00+08:00
EVT-000125,typhoon,台风天气-苏州-125,medium,60,武汉,SUP-013,MAT-0112,宁波至成都,168,monitoring,2026-02-10T03:00:00+08:00,2026-02-13T07:00:00+08:00,台风天气影响供应商、物料和运输路线，需评估库存、订单与替代供应。,2026-02-12T01:00:00+08:00
EVT-000126,route_blockage,运输节点中断-杭州-126,medium,57,天津,SUP-009,MAT-0021,青岛至杭州,72,resolved,2025-10-20T10:00:00+08:00,2025-10-24T03:00:00+08:00,运输节点中断影响供应商、物料和运输路线，需评估库存、订单与替代供应。,2025-10-21T22:00:00+08:00
EVT-000127,quality_recall,质量召回-天津-127,medium,51,成都,SUP-051,MAT-0083,上海至合肥,72,monitoring,2025-06-17T07:00:00+08:00,2025-06-26T16:00:00+08:00,质量召回影响供应商、物料和运输路线，需评估库存、订单与替代供应。,2025-06-18T18:00:00+08:00
EVT-000128,route_blockage,运输节点中断-上海-128,high,80,天津,SUP-049,MAT-0126,青岛至上海,12,monitoring,2026-06-13T02:00:00+08:00,,运输节点中断影响供应商、物料和运输路线，需评估库存、订单与替代供应。,2026-06-15T05:00:00+08:00
EVT-000129,supplier_shutdown,供应商停产-东莞-129,medium,68,宁波,SUP-011,MAT-0202,上海至宁波,48,resolved,2025-10-13T18:00:00+08:00,2025-10-19T01:00:00+08:00,供应商停产影响供应商、物料和运输路线，需评估库存、订单与替代供应。,2025-10-14T15:00:00+08:00
EVT-000130,customs_delay,海关查验延误-成都-130,medium,68,东莞,SUP-049,MAT-0137,青岛至武汉,6,resolved,2026-04-14T07:00:00+08:00,2026-04-15T23:00:00+08:00,海关查验延误影响供应商、物料和运输路线，需评估库存、订单与替代供应。,2026-04-15T13:00:00+08:00
EVT-000131,demand_surge,需求突增-宁波-131,high,74,上海,SUP-032,MAT-0158,苏州至杭州,96,monitoring,2026-03-30T11:00:00+08:00,2026-04-01T08:00:00+08:00,需求突增影响供应商、物料和运输路线，需评估库存、订单与替代供应。,2026-04-01T17:00:00+08:00
EVT-000132,quality_recall,质量召回-青岛-132,medium,66,合肥,SUP-012,MAT-0182,苏州至宁波,12,active,2025-10-15T03:00:00+08:00,2025-10-24T06:00:00+08:00,质量召回影响供应商、物料和运输路线，需评估库存、订单与替代供应。,2025-10-15T22:00:00+08:00
EVT-000133,route_blockage,运输节点中断-合肥-133,low,40,杭州,SUP-002,MAT-0080,苏州至宁波,36,monitoring,2025-11-17T14:00:00+08:00,2025-11-25T15:00:00+08:00,运输节点中断影响供应商、物料和运输路线，需评估库存、订单与替代供应。,2025-11-18T19:00:00+08:00
EVT-000134,demand_surge,需求突增-合肥-134,medium,51,上海,SUP-034,MAT-0080,杭州至武汉,6,resolved,2026-05-26T11:00:00+08:00,2026-05-29T18:00:00+08:00,需求突增影响供应商、物料和运输路线，需评估库存、订单与替代供应。,2026-05-27T13:00:00+08:00
EVT-000135,supplier_shutdown,供应商停产-青岛-135,high,83,杭州,SUP-049,MAT-0126,青岛至东莞,72,active,2025-10-09T04:00:00+08:00,2025-10-12T00:00:00+08:00,供应商停产影响供应商、物料和运输路线，需评估库存、订单与替代供应。,2025-10-11T15:00:00+08:00
EVT-000136,demand_surge,需求突增-宁波-136,high,81,成都,SUP-047,MAT-0154,东莞至合肥,72,resolved,2025-08-15T18:00:00+08:00,2025-08-20T04:00:00+08:00,需求突增影响供应商、物料和运输路线，需评估库存、订单与替代供应。,2025-08-17T09:00:00+08:00
EVT-000137,port_shutdown,港口停运-青岛-137,high,79,青岛,SUP-011,MAT-0135,上海至合肥,96,active,2025-08-01T01:00:00+08:00,2025-08-08T03:00:00+08:00,港口停运影响供应商、物料和运输路线，需评估库存、订单与替代供应。,2025-08-03T20:00:00+08:00
EVT-000138,typhoon,台风天气-上海-138,high,73,青岛,SUP-028,MAT-0078,成都至天津,36,resolved,2026-04-06T13:00:00+08:00,2026-04-07T08:00:00+08:00,台风天气影响供应商、物料和运输路线，需评估库存、订单与替代供应。,2026-04-09T02:00:00+08:00
EVT-000139,customs_delay,海关查验延误-天津-139,medium,51,成都,SUP-057,MAT-0094,东莞至苏州,48,active,2026-02-14T15:00:00+08:00,2026-02-23T16:00:00+08:00,海关查验延误影响供应商、物料和运输路线，需评估库存、订单与替代供应。,2026-02-17T09:00:00+08:00
EVT-000140,customs_delay,海关查验延误-上海-140,high,80,武汉,SUP-014,MAT-0149,杭州至苏州,24,monitoring,2026-01-13T17:00:00+08:00,2026-01-21T00:00:00+08:00,海关查验延误影响供应商、物料和运输路线，需评估库存、订单与替代供应。,2026-01-16T10:00:00+08:00
EVT-000141,port_shutdown,港口停运-东莞-141,medium,61,天津,SUP-009,MAT-0163,青岛至东莞,48,resolved,2026-04-14T18:00:00+08:00,2026-04-15T07:00:00+08:00,港口停运影响供应商、物料和运输路线，需评估库存、订单与替代供应。,2026-04-16T14:00:00+08:00
EVT-000142,demand_surge,需求突增-宁波-142,low,45,上海,SUP-049,MAT-0080,青岛至合肥,48,escalated,2026-05-25T07:00:00+08:00,2026-06-03T15:00:00+08:00,需求突增影响供应商、物料和运输路线，需评估库存、订单与替代供应。,2026-05-27T04:00:00+08:00
EVT-000143,quality_recall,质量召回-苏州-143,high,78,武汉,SUP-057,MAT-0059,东莞至武汉,168,resolved,2025-08-21T21:00:00+08:00,2025-08-27T02:00:00+08:00,质量召回影响供应商、物料和运输路线，需评估库存、订单与替代供应。,2025-08-24T18:00:00+08:00
EVT-000144,power_shortage,区域限电-成都-144,high,71,青岛,SUP-018,MAT-0143,成都至成都,72,resolved,2025-09-11T17:00:00+08:00,2025-09-18T15:00:00+08:00,区域限电影响供应商、物料和运输路线，需评估库存、订单与替代供应。,2025-09-12T02:00:00+08:00
EVT-000145,supplier_shutdown,供应商停产-苏州-145,medium,66,天津,SUP-018,MAT-0214,成都至天津,24,resolved,2026-04-05T17:00:00+08:00,2026-04-11T08:00:00+08:00,供应商停产影响供应商、物料和运输路线，需评估库存、订单与替代供应。,2026-04-08T12:00:00+08:00
EVT-000146,customs_delay,海关查验延误-合肥-146,high,80,上海,SUP-029,MAT-0073,青岛至上海,6,active,2026-03-12T05:00:00+08:00,2026-03-14T02:00:00+08:00,海关查验延误影响供应商、物料和运输路线，需评估库存、订单与替代供应。,2026-03-12T17:00:00+08:00
EVT-000147,demand_surge,需求突增-苏州-147,high,80,成都,SUP-037,MAT-0081,东莞至上海,36,resolved,2026-06-03T07:00:00+08:00,2026-06-05T07:00:00+08:00,需求突增影响供应商、物料和运输路线，需评估库存、订单与替代供应。,2026-06-06T03:00:00+08:00
EVT-000148,demand_surge,需求突增-武汉-148,high,84,成都,SUP-015,MAT-0064,合肥至宁波,72,active,2025-08-12T19:00:00+08:00,2025-08-13T10:00:00+08:00,需求突增影响供应商、物料和运输路线，需评估库存、订单与替代供应。,2025-08-14T07:00:00+08:00
EVT-000149,customs_delay,海关查验延误-上海-149,medium,50,天津,SUP-052,MAT-0198,苏州至青岛,36,resolved,2026-01-21T00:00:00+08:00,2026-01-21T21:00:00+08:00,海关查验延误影响供应商、物料和运输路线，需评估库存、订单与替代供应。,2026-01-23T02:00:00+08:00
EVT-000150,demand_surge,需求突增-苏州-150,medium,66,成都,SUP-040,MAT-0064,天津至杭州,168,resolved,2026-03-13T05:00:00+08:00,2026-03-19T21:00:00+08:00,需求突增影响供应商、物料和运输路线，需评估库存、订单与替代供应。,2026-03-15T00:00:00+08:00
EVT-000151,customs_delay,海关查验延误-成都-151,high,84,上海,SUP-039,MAT-0227,青岛至天津,24,resolved,2025-11-02T01:00:00+08:00,2025-11-05T16:00:00+08:00,海关查验延误影响供应商、物料和运输路线，需评估库存、订单与替代供应。,2025-11-04T05:00:00+08:00
EVT-000152,customs_delay,海关查验延误-苏州-152,low,26,武汉,SUP-004,MAT-0189,杭州至上海,12,monitoring,2026-01-12T06:00:00+08:00,2026-01-13T19:00:00+08:00,海关查验延误影响供应商、物料和运输路线，需评估库存、订单与替代供应。,2026-01-13T19:00:00+08:00
EVT-000153,route_blockage,运输节点中断-苏州-153,high,77,成都,SUP-010,MAT-0147,天津至天津,48,resolved,2025-06-15T20:00:00+08:00,2025-06-18T00:00:00+08:00,运输节点中断影响供应商、物料和运输路线，需评估库存、订单与替代供应。,2025-06-16T02:00:00+08:00
EVT-000154,route_blockage,运输节点中断-成都-154,medium,65,青岛,SUP-057,MAT-0129,东莞至上海,168,resolved,2025-08-27T04:00:00+08:00,2025-09-02T01:00:00+08:00,运输节点中断影响供应商、物料和运输路线，需评估库存、订单与替代供应。,2025-08-29T02:00:00+08:00
EVT-000155,customs_delay,海关查验延误-武汉-155,critical,90,上海,SUP-059,MAT-0135,青岛至杭州,24,active,2025-12-30T01:00:00+08:00,2026-01-07T13:00:00+08:00,海关查验延误影响供应商、物料和运输路线，需评估库存、订单与替代供应。,2025-12-30T14:00:00+08:00
EVT-000156,customs_delay,海关查验延误-东莞-156,high,71,东莞,SUP-028,MAT-0001,成都至东莞,12,resolved,2026-01-09T20:00:00+08:00,2026-01-11T07:00:00+08:00,海关查验延误影响供应商、物料和运输路线，需评估库存、订单与替代供应。,2026-01-10T12:00:00+08:00
EVT-000157,quality_recall,质量召回-宁波-157,high,77,东莞,SUP-003,MAT-0147,宁波至杭州,168,escalated,2026-04-13T20:00:00+08:00,2026-04-20T19:00:00+08:00,质量召回影响供应商、物料和运输路线，需评估库存、订单与替代供应。,2026-04-15T06:00:00+08:00
EVT-000158,power_shortage,区域限电-青岛-158,low,47,东莞,SUP-003,MAT-0080,宁波至杭州,36,monitoring,2026-04-02T21:00:00+08:00,2026-04-11T12:00:00+08:00,区域限电影响供应商、物料和运输路线，需评估库存、订单与替代供应。,2026-04-05T21:00:00+08:00
EVT-000159,power_shortage,区域限电-合肥-159,medium,57,上海,SUP-057,MAT-0079,东莞至东莞,24,resolved,2026-01-11T13:00:00+08:00,2026-01-21T12:00:00+08:00,区域限电影响供应商、物料和运输路线，需评估库存、订单与替代供应。,2026-01-12T05:00:00+08:00
EVT-000160,quality_recall,质量召回-宁波-160,low,36,苏州,SUP-026,MAT-0144,武汉至武汉,36,resolved,2025-07-24T01:00:00+08:00,2025-07-28T11:00:00+08:00,质量召回影响供应商、物料和运输路线，需评估库存、订单与替代供应。,2025-07-26T17:00:00+08:00
EVT-000161,power_shortage,区域限电-青岛-161,medium,68,苏州,SUP-039,MAT-0025,青岛至宁波,24,resolved,2026-03-27T13:00:00+08:00,2026-03-30T23:00:00+08:00,区域限电影响供应商、物料和运输路线，需评估库存、订单与替代供应。,2026-03-27T23:00:00+08:00
EVT-000162,route_blockage,运输节点中断-天津-162,medium,57,合肥,SUP-013,MAT-0167,宁波至合肥,72,resolved,2025-12-18T10:00:00+08:00,2025-12-23T11:00:00+08:00,运输节点中断影响供应商、物料和运输路线，需评估库存、订单与替代供应。,2025-12-20T09:00:00+08:00
EVT-000163,power_shortage,区域限电-宁波-163,high,80,杭州,SUP-060,MAT-0023,天津至杭州,168,active,2026-03-13T19:00:00+08:00,2026-03-20T06:00:00+08:00,区域限电影响供应商、物料和运输路线，需评估库存、订单与替代供应。,2026-03-14T02:00:00+08:00
EVT-000164,demand_surge,需求突增-天津-164,low,49,成都,SUP-047,MAT-0093,东莞至成都,6,resolved,2025-09-22T01:00:00+08:00,2025-09-30T07:00:00+08:00,需求突增影响供应商、物料和运输路线，需评估库存、订单与替代供应。,2025-09-24T22:00:00+08:00
EVT-000165,quality_recall,质量召回-青岛-165,high,71,上海,SUP-004,MAT-0177,杭州至上海,6,active,2026-04-16T06:00:00+08:00,2026-04-26T01:00:00+08:00,质量召回影响供应商、物料和运输路线，需评估库存、订单与替代供应。,2026-04-18T01:00:00+08:00
EVT-000166,power_shortage,区域限电-成都-166,high,84,合肥,SUP-046,MAT-0124,武汉至上海,48,monitoring,2026-01-11T12:00:00+08:00,2026-01-20T14:00:00+08:00,区域限电影响供应商、物料和运输路线，需评估库存、订单与替代供应。,2026-01-12T23:00:00+08:00
EVT-000167,customs_delay,海关查验延误-上海-167,medium,56,天津,SUP-059,MAT-0130,青岛至青岛,168,resolved,2025-06-26T00:00:00+08:00,2025-06-29T14:00:00+08:00,海关查验延误影响供应商、物料和运输路线，需评估库存、订单与替代供应。,2025-06-29T00:00:00+08:00
EVT-000168,power_shortage,区域限电-苏州-168,high,70,宁波,SUP-035,MAT-0239,合肥至合肥,48,active,2025-08-11T15:00:00+08:00,2025-08-17T14:00:00+08:00,区域限电影响供应商、物料和运输路线，需评估库存、订单与替代供应。,2025-08-12T02:00:00+08:00
EVT-000169,demand_surge,需求突增-东莞-169,low,48,东莞,SUP-042,MAT-0002,苏州至东莞,36,resolved,2025-11-22T21:00:00+08:00,2025-11-25T21:00:00+08:00,需求突增影响供应商、物料和运输路线，需评估库存、订单与替代供应。,2025-11-22T23:00:00+08:00
EVT-000170,port_shutdown,港口停运-青岛-170,low,42,合肥,SUP-047,MAT-0107,东莞至合肥,48,monitoring,2026-06-07T00:00:00+08:00,,港口停运影响供应商、物料和运输路线，需评估库存、订单与替代供应。,2026-06-08T14:00:00+08:00
EVT-000171,route_blockage,运输节点中断-武汉-171,high,74,苏州,SUP-030,MAT-0200,天津至宁波,72,escalated,2026-05-09T14:00:00+08:00,2026-05-14T16:00:00+08:00,运输节点中断影响供应商、物料和运输路线，需评估库存、订单与替代供应。,2026-05-10T03:00:00+08:00
EVT-000172,quality_recall,质量召回-天津-172,low,48,东莞,SUP-032,MAT-0166,苏州至青岛,36,resolved,2026-01-11T22:00:00+08:00,2026-01-12T22:00:00+08:00,质量召回影响供应商、物料和运输路线，需评估库存、订单与替代供应。,2026-01-12T23:00:00+08:00
EVT-000173,port_shutdown,港口停运-东莞-173,low,45,武汉,SUP-027,MAT-0139,东莞至苏州,168,resolved,2026-06-08T00:00:00+08:00,,港口停运影响供应商、物料和运输路线，需评估库存、订单与替代供应。,2026-06-09T08:00:00+08:00
EVT-000174,customs_delay,海关查验延误-宁波-174,low,37,青岛,SUP-045,MAT-0067,合肥至东莞,72,active,2026-01-17T20:00:00+08:00,2026-01-23T19:00:00+08:00,海关查验延误影响供应商、物料和运输路线，需评估库存、订单与替代供应。,2026-01-20T16:00:00+08:00
EVT-000175,power_shortage,区域限电-苏州-175,medium,52,上海,SUP-054,MAT-0135,杭州至东莞,72,monitoring,2025-10-01T02:00:00+08:00,2025-10-08T00:00:00+08:00,区域限电影响供应商、物料和运输路线，需评估库存、订单与替代供应。,2025-10-03T12:00:00+08:00
EVT-000176,supplier_shutdown,供应商停产-成都-176,medium,53,天津,SUP-041,MAT-0175,上海至东莞,6,resolved,2026-03-19T21:00:00+08:00,2026-03-27T07:00:00+08:00,供应商停产影响供应商、物料和运输路线，需评估库存、订单与替代供应。,2026-03-20T11:00:00+08:00
EVT-000177,typhoon,台风天气-上海-177,medium,55,合肥,SUP-030,MAT-0219,天津至上海,36,resolved,2026-06-11T01:00:00+08:00,,台风天气影响供应商、物料和运输路线，需评估库存、订单与替代供应。,2026-06-13T16:00:00+08:00
EVT-000178,power_shortage,区域限电-武汉-178,low,31,武汉,SUP-012,MAT-0114,苏州至成都,12,resolved,2025-09-04T07:00:00+08:00,2025-09-07T21:00:00+08:00,区域限电影响供应商、物料和运输路线，需评估库存、订单与替代供应。,2025-09-06T21:00:00+08:00
EVT-000179,demand_surge,需求突增-青岛-179,low,49,青岛,SUP-052,MAT-0035,苏州至苏州,12,resolved,2025-07-02T23:00:00+08:00,2025-07-10T22:00:00+08:00,需求突增影响供应商、物料和运输路线，需评估库存、订单与替代供应。,2025-07-05T09:00:00+08:00
EVT-000180,port_shutdown,港口停运-成都-180,medium,52,青岛,SUP-009,MAT-0088,青岛至苏州,12,active,2025-10-21T19:00:00+08:00,2025-10-22T01:00:00+08:00,港口停运影响供应商、物料和运输路线，需评估库存、订单与替代供应。,2025-10-24T10:00:00+08:00
EVT-000181,quality_recall,质量召回-青岛-181,high,84,苏州,SUP-009,MAT-0198,青岛至合肥,36,monitoring,2026-03-11T07:00:00+08:00,2026-03-17T09:00:00+08:00,质量召回影响供应商、物料和运输路线，需评估库存、订单与替代供应。,2026-03-13T21:00:00+08:00
EVT-000182,demand_surge,需求突增-天津-182,high,73,成都,SUP-039,MAT-0142,青岛至天津,72,monitoring,2025-09-10T10:00:00+08:00,2025-09-19T19:00:00+08:00,需求突增影响供应商、物料和运输路线，需评估库存、订单与替代供应。,2025-09-10T15:00:00+08:00
EVT-000183,typhoon,台风天气-成都-183,medium,63,宁波,SUP-019,MAT-0176,青岛至苏州,72,resolved,2025-09-04T07:00:00+08:00,2025-09-10T01:00:00+08:00,台风天气影响供应商、物料和运输路线，需评估库存、订单与替代供应。,2025-09-05T18:00:00+08:00
EVT-000184,customs_delay,海关查验延误-苏州-184,medium,65,天津,SUP-033,MAT-0041,宁波至上海,168,resolved,2026-04-23T02:00:00+08:00,2026-04-26T06:00:00+08:00,海关查验延误影响供应商、物料和运输路线，需评估库存、订单与替代供应。,2026-04-23T09:00:00+08:00
EVT-000185,demand_surge,需求突增-东莞-185,high,81,杭州,SUP-037,MAT-0136,东莞至杭州,96,resolved,2026-01-05T16:00:00+08:00,2026-01-13T14:00:00+08:00,需求突增影响供应商、物料和运输路线，需评估库存、订单与替代供应。,2026-01-06T23:00:00+08:00
EVT-000186,supplier_shutdown,供应商停产-青岛-186,high,83,青岛,SUP-052,MAT-0180,苏州至成都,36,resolved,2026-05-16T10:00:00+08:00,2026-05-17T17:00:00+08:00,供应商停产影响供应商、物料和运输路线，需评估库存、订单与替代供应。,2026-05-18T23:00:00+08:00
EVT-000187,quality_recall,质量召回-上海-187,high,79,东莞,SUP-002,MAT-0159,苏州至杭州,6,resolved,2026-04-10T02:00:00+08:00,2026-04-16T23:00:00+08:00,质量召回影响供应商、物料和运输路线，需评估库存、订单与替代供应。,2026-04-11T13:00:00+08:00
EVT-000188,customs_delay,海关查验延误-上海-188,medium,67,苏州,SUP-021,MAT-0229,上海至武汉,12,monitoring,2026-03-13T19:00:00+08:00,2026-03-14T14:00:00+08:00,海关查验延误影响供应商、物料和运输路线，需评估库存、订单与替代供应。,2026-03-14T18:00:00+08:00
EVT-000189,demand_surge,需求突增-武汉-189,medium,65,武汉,SUP-047,MAT-0118,东莞至苏州,48,active,2026-02-11T04:00:00+08:00,2026-02-12T20:00:00+08:00,需求突增影响供应商、物料和运输路线，需评估库存、订单与替代供应。,2026-02-11T23:00:00+08:00
EVT-000190,power_shortage,区域限电-武汉-190,high,80,武汉,SUP-045,MAT-0050,合肥至宁波,168,monitoring,2025-10-10T03:00:00+08:00,2025-10-20T02:00:00+08:00,区域限电影响供应商、物料和运输路线，需评估库存、订单与替代供应。,2025-10-11T22:00:00+08:00
EVT-000191,typhoon,台风天气-合肥-191,high,81,杭州,SUP-040,MAT-0033,天津至苏州,48,resolved,2025-12-01T13:00:00+08:00,2025-12-09T08:00:00+08:00,台风天气影响供应商、物料和运输路线，需评估库存、订单与替代供应。,2025-12-03T14:00:00+08:00
EVT-000192,supplier_shutdown,供应商停产-东莞-192,medium,62,武汉,SUP-049,MAT-0204,青岛至天津,96,monitoring,2026-01-01T07:00:00+08:00,2026-01-05T12:00:00+08:00,供应商停产影响供应商、物料和运输路线，需评估库存、订单与替代供应。,2026-01-03T13:00:00+08:00
EVT-000193,power_shortage,区域限电-宁波-193,high,80,上海,SUP-018,MAT-0133,成都至青岛,168,active,2025-06-23T07:00:00+08:00,2025-07-02T03:00:00+08:00,区域限电影响供应商、物料和运输路线，需评估库存、订单与替代供应。,2025-06-25T02:00:00+08:00
