case_id,event_id,scenario,selected_strategy,predicted_delay_hours,actual_delay_hours,predicted_cost,actual_cost,covered_demand_rate,production_downtime_hours,lost_orders,customer_complaints,outcome_status,human_rating,lessons_learned,model_version,parameter_version,created_at
CASE-000101,EVT-000161,区域限电-青岛-161,库存重分配+客户分级沟通,24,44.47,194409.05,289436.25,0.52,39,2,21,failed,5,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-07-10T08:00:00+08:00
CASE-000102,EVT-000210,台风天气-武汉-210,紧急采购+生产计划调整,24,17.46,218484.99,199169.88,0.9142,24,0,6,success,5,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-08-07T08:00:00+08:00
CASE-000103,EVT-000138,台风天气-上海-138,接受短期停线+控制现金成本,12,3.1,529240.8,321494.6,0.9543,2,1,4,success,5,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-12-29T08:00:00+08:00
CASE-000104,EVT-000097,质量召回-上海-097,接受短期停线+控制现金成本,48,51.19,898694.87,927707.05,0.7671,27,2,10,partial_success,4,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-10-20T08:00:00+08:00
CASE-000105,EVT-000191,台风天气-合肥-191,关键订单空运+备用供应商补货,24,40.63,874288.05,1409051.52,0.52,50,5,17,failed,4,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-09-08T08:00:00+08:00
CASE-000106,EVT-000012,台风天气-青岛-012,接受短期停线+控制现金成本,36,34.93,789427.18,1057886.84,0.7897,28,2,12,partial_success,3,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-01-09T08:00:00+08:00
CASE-000107,EVT-000008,运输节点中断-青岛-008,铁路替代+延期交付,72,142.8,872634.61,1240234.17,0.52,30,4,17,failed,2,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-05-03T08:00:00+08:00
CASE-000108,EVT-000013,台风天气-苏州-013,关键订单空运+备用供应商补货,24,32.07,649826.7,1159611.59,0.721,35,0,3,success,5,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-02-02T08:00:00+08:00
CASE-000109,EVT-000158,区域限电-青岛-158,双供应商分单+安全库存锁定,48,49.37,125949.61,157777.39,0.6921,20,2,6,success,5,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-07-18T08:00:00+08:00
CASE-000110,EVT-000117,港口停运-上海-117,接受短期停线+控制现金成本,6,11.79,753065.62,1066993.88,0.6041,30,2,13,partial_success,2,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-12-11T08:00:00+08:00
CASE-000111,EVT-000039,台风天气-合肥-039,双供应商分单+安全库存锁定,12,7.13,518180.36,404457.16,0.9232,1,0,0,success,4,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-05-15T08:00:00+08:00
CASE-000112,EVT-000027,质量召回-苏州-027,关键订单空运+备用供应商补货,24,14.81,487295.54,296508.2,0.9716,9,0,0,success,3,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-05-19T08:00:00+08:00
CASE-000113,EVT-000230,运输节点中断-成都-230,库存重分配+客户分级沟通,48,28.02,205633.69,154286.21,0.9859,15,0,4,success,5,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-08-16T08:00:00+08:00
CASE-000114,EVT-000137,港口停运-青岛-137,关键订单空运+备用供应商补货,72,105.41,738310.11,1105509.61,0.6554,23,4,19,failed,1,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-02-21T08:00:00+08:00
CASE-000115,EVT-000080,质量召回-武汉-080,双供应商分单+安全库存锁定,72,24.83,22556.87,15665.7,0.9906,6,0,0,success,4,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-07-12T08:00:00+08:00
CASE-000116,EVT-000072,港口停运-东莞-072,接受短期停线+控制现金成本,48,69.03,802491.25,1362211.81,0.5979,44,5,19,failed,2,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-03-31T08:00:00+08:00
CASE-000117,EVT-000135,供应商停产-青岛-135,接受短期停线+控制现金成本,6,6.35,26565.3,24677.2,0.7976,7,0,2,success,4,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-09-20T08:00:00+08:00
CASE-000118,EVT-000099,质量召回-宁波-099,双供应商分单+安全库存锁定,24,38.1,538568.66,717127.37,0.6362,28,0,8,success,5,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-01-03T08:00:00+08:00
CASE-000119,EVT-000028,运输节点中断-苏州-028,紧急采购+生产计划调整,48,53.84,84354.6,146248.85,0.6473,12,3,11,partial_success,1,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-05-01T08:00:00+08:00
CASE-000120,EVT-000200,港口停运-苏州-200,接受短期停线+控制现金成本,24,41.6,570600.35,926084.6,0.6592,49,4,19,failed,4,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-08-17T08:00:00+08:00
CASE-000121,EVT-000049,海关查验延误-上海-049,接受短期停线+控制现金成本,48,34.77,88964.66,76628.14,0.8717,13,0,8,success,4,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-04-06T08:00:00+08:00
CASE-000122,EVT-000221,运输节点中断-武汉-221,库存重分配+客户分级沟通,72,64.61,494493.55,435910.96,0.8359,0,0,0,success,3,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-11-13T08:00:00+08:00
CASE-000123,EVT-000049,海关查验延误-上海-049,铁路替代+延期交付,48,51.29,143998.27,160209.17,0.6533,19,2,11,success,5,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-02-20T08:00:00+08:00
CASE-000124,EVT-000200,港口停运-苏州-200,铁路替代+延期交付,24,27.35,706044.58,998638.06,0.6928,9,2,4,success,3,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-12-31T08:00:00+08:00
CASE-000125,EVT-000209,台风天气-合肥-209,库存重分配+客户分级沟通,72,82.24,523614.33,522274.88,0.6921,32,1,5,success,4,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-04-16T08:00:00+08:00
CASE-000126,EVT-000003,台风天气-成都-003,库存重分配+客户分级沟通,72,33.58,533208.62,442965.24,0.8442,7,1,3,partial_success,5,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-03-08T08:00:00+08:00
CASE-000127,EVT-000158,区域限电-青岛-158,接受短期停线+控制现金成本,24,15.72,709879.03,552480.75,0.772,11,3,6,success,4,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-09-30T08:00:00+08:00
CASE-000128,EVT-000163,区域限电-宁波-163,关键订单空运+备用供应商补货,48,52.44,775434.15,730028.36,0.6383,19,1,8,success,5,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-06-22T08:00:00+08:00
CASE-000129,EVT-000063,供应商停产-天津-063,接受短期停线+控制现金成本,48,21.41,249884.99,276118.46,0.8385,21,0,2,success,5,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-01-10T08:00:00+08:00
CASE-000130,EVT-000024,质量召回-青岛-024,库存重分配+客户分级沟通,6,6.69,207321.4,227071.99,0.5271,13,2,18,failed,2,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-01-15T08:00:00+08:00
CASE-000131,EVT-000053,港口停运-东莞-053,双供应商分单+安全库存锁定,72,74.78,515630.7,568136.61,0.9453,20,1,2,success,4,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-03-12T08:00:00+08:00
CASE-000132,EVT-000062,港口停运-青岛-062,库存重分配+客户分级沟通,6,4.35,110079.49,97286.65,0.8244,22,2,4,success,5,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-11-27T08:00:00+08:00
CASE-000133,EVT-000098,台风天气-杭州-098,关键订单空运+备用供应商补货,72,157.66,345849.11,651551.74,0.52,30,3,18,failed,2,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-02-27T08:00:00+08:00
CASE-000134,EVT-000233,需求突增-宁波-233,关键订单空运+备用供应商补货,24,27.52,608221.49,879525.7,0.7946,21,1,9,partial_success,4,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-11-09T08:00:00+08:00
CASE-000135,EVT-000018,台风天气-东莞-018,铁路替代+延期交付,24,29.6,213066.16,327686.0,0.821,9,1,6,success,3,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-07-25T08:00:00+08:00
CASE-000136,EVT-000094,海关查验延误-苏州-094,双供应商分单+安全库存锁定,36,60.24,739735.27,1040937.77,0.52,18,4,18,failed,3,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-12-21T08:00:00+08:00
CASE-000137,EVT-000223,区域限电-合肥-223,铁路替代+延期交付,12,13.39,98005.32,110567.01,0.8614,33,2,12,partial_success,2,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-07-06T08:00:00+08:00
CASE-000138,EVT-000172,质量召回-天津-172,库存重分配+客户分级沟通,36,32.09,445811.51,475943.86,0.7406,7,0,4,success,2,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-02-14T08:00:00+08:00
CASE-000139,EVT-000151,海关查验延误-成都-151,双供应商分单+安全库存锁定,6,3.98,524457.21,269959.42,0.9572,2,0,0,success,5,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-06-21T08:00:00+08:00
CASE-000140,EVT-000119,需求突增-宁波-119,关键订单空运+备用供应商补货,72,119.72,412353.6,577471.64,0.6229,34,3,11,partial_success,3,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-04-05T08:00:00+08:00
CASE-000141,EVT-000135,供应商停产-青岛-135,库存重分配+客户分级沟通,48,59.83,439493.79,650580.93,0.6559,15,3,11,partial_success,4,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-11-22T08:00:00+08:00
CASE-000142,EVT-000201,质量召回-宁波-201,紧急采购+生产计划调整,36,49.94,781084.7,733141.17,0.7924,20,2,8,partial_success,4,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-07-26T08:00:00+08:00
CASE-000143,EVT-000146,海关查验延误-合肥-146,库存重分配+客户分级沟通,24,11.87,520418.29,526069.26,0.8843,20,1,5,success,5,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-06-21T08:00:00+08:00
CASE-000144,EVT-000119,需求突增-宁波-119,铁路替代+延期交付,24,26.48,397451.19,392969.73,0.7791,13,2,6,partial_success,3,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-11-03T08:00:00+08:00
CASE-000145,EVT-000193,区域限电-宁波-193,库存重分配+客户分级沟通,72,69.32,617629.44,638079.83,0.6871,16,1,8,partial_success,3,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-06-12T08:00:00+08:00
CASE-000146,EVT-000076,海关查验延误-青岛-076,关键订单空运+备用供应商补货,24,28.52,225596.42,334167.43,0.6827,18,3,15,partial_success,2,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-10-26T08:00:00+08:00
CASE-000147,EVT-000096,供应商停产-武汉-096,铁路替代+延期交付,24,26.9,348106.22,334117.82,0.8447,11,0,5,success,4,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-10-01T08:00:00+08:00
CASE-000148,EVT-000043,运输节点中断-天津-043,双供应商分单+安全库存锁定,6,9.05,583767.09,1003346.31,0.52,37,2,8,success,5,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-09-03T08:00:00+08:00
CASE-000149,EVT-000189,需求突增-武汉-189,紧急采购+生产计划调整,12,10.96,540090.57,553180.11,0.8757,33,2,14,failed,2,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-01-26T08:00:00+08:00
CASE-000150,EVT-000114,运输节点中断-宁波-114,双供应商分单+安全库存锁定,36,52.45,359638.56,455429.6,0.6815,31,5,14,failed,3,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-12-17T08:00:00+08:00
CASE-000151,EVT-000115,区域限电-东莞-115,接受短期停线+控制现金成本,6,5.22,393235.7,445798.2,0.8506,21,0,2,success,5,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-06-15T08:00:00+08:00
CASE-000152,EVT-000058,海关查验延误-天津-058,紧急采购+生产计划调整,36,49.82,476883.83,588554.74,0.7002,6,1,7,success,4,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-02-15T08:00:00+08:00
CASE-000153,EVT-000042,港口停运-东莞-042,关键订单空运+备用供应商补货,24,34.33,294271.61,300342.2,0.7609,20,1,6,success,4,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-12-27T08:00:00+08:00
CASE-000154,EVT-000056,运输节点中断-合肥-056,双供应商分单+安全库存锁定,36,78.39,63005.7,106550.74,0.5457,26,4,12,failed,2,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-03-31T08:00:00+08:00
CASE-000155,EVT-000236,质量召回-苏州-236,双供应商分单+安全库存锁定,72,25.19,203524.05,166041.43,0.9681,12,0,0,success,4,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-02-05T08:00:00+08:00
CASE-000156,EVT-000170,港口停运-青岛-170,接受短期停线+控制现金成本,36,34.51,836025.68,922571.82,0.8601,20,2,7,partial_success,3,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-06-01T08:00:00+08:00
CASE-000157,EVT-000084,运输节点中断-合肥-084,库存重分配+客户分级沟通,12,11.72,687179.86,562120.65,0.6496,37,3,13,partial_success,4,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-01-07T08:00:00+08:00
CASE-000158,EVT-000110,台风天气-杭州-110,双供应商分单+安全库存锁定,36,63.93,183408.98,237944.09,0.7353,14,1,3,success,4,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-01-30T08:00:00+08:00
CASE-000159,EVT-000176,供应商停产-成都-176,库存重分配+客户分级沟通,12,19.71,653780.74,827890.89,0.52,25,3,15,failed,2,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-08-03T08:00:00+08:00
CASE-000160,EVT-000235,供应商停产-苏州-235,库存重分配+客户分级沟通,6,5.36,24139.09,15600.73,0.8771,15,3,5,success,3,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-11-26T08:00:00+08:00
CASE-000161,EVT-000207,海关查验延误-青岛-207,铁路替代+延期交付,36,51.95,269965.59,284778.52,0.6058,27,3,12,partial_success,3,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-05-21T08:00:00+08:00
CASE-000162,EVT-000126,运输节点中断-杭州-126,关键订单空运+备用供应商补货,12,8.95,856624.86,838101.08,0.7581,17,0,0,success,5,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-02-02T08:00:00+08:00
CASE-000163,EVT-000092,台风天气-合肥-092,关键订单空运+备用供应商补货,6,9.41,149773.07,176335.38,0.7966,27,1,9,success,4,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-06-08T08:00:00+08:00
CASE-000164,EVT-000004,供应商停产-东莞-004,库存重分配+客户分级沟通,6,4.6,526256.59,425141.49,0.7497,13,3,14,partial_success,3,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-04-14T08:00:00+08:00
CASE-000165,EVT-000080,质量召回-武汉-080,紧急采购+生产计划调整,12,8.75,266187.87,200152.59,0.8837,22,0,3,success,5,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-01-02T08:00:00+08:00
CASE-000166,EVT-000009,需求突增-成都-009,库存重分配+客户分级沟通,72,134.68,886717.67,1774355.5,0.5467,49,4,15,failed,3,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-03-27T08:00:00+08:00
CASE-000167,EVT-000148,需求突增-武汉-148,紧急采购+生产计划调整,72,109.75,527340.05,744220.68,0.52,49,4,16,failed,2,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-02-03T08:00:00+08:00
CASE-000168,EVT-000096,供应商停产-武汉-096,库存重分配+客户分级沟通,24,13.6,517648.06,372394.54,0.9932,12,0,2,success,5,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-11-11T08:00:00+08:00
CASE-000169,EVT-000060,海关查验延误-杭州-060,接受短期停线+控制现金成本,72,75.52,651313.47,693164.61,0.6514,27,4,15,partial_success,2,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-09-03T08:00:00+08:00
CASE-000170,EVT-000220,海关查验延误-杭州-220,紧急采购+生产计划调整,72,44.92,312459.67,247491.46,1.0,14,1,4,success,3,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-05-14T08:00:00+08:00
CASE-000171,EVT-000094,海关查验延误-苏州-094,关键订单空运+备用供应商补货,12,8.48,244865.61,219657.41,0.8971,14,0,0,success,4,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-04-21T08:00:00+08:00
CASE-000172,EVT-000074,质量召回-成都-074,库存重分配+客户分级沟通,12,12.67,489072.15,661672.92,0.7309,31,3,16,partial_success,3,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-07-01T08:00:00+08:00
CASE-000173,EVT-000217,运输节点中断-天津-217,关键订单空运+备用供应商补货,36,42.14,451398.67,491634.36,0.8394,30,0,7,success,4,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-02-23T08:00:00+08:00
CASE-000174,EVT-000033,运输节点中断-合肥-033,接受短期停线+控制现金成本,48,33.39,582794.99,591544.61,1.0,18,1,4,success,5,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-05-10T08:00:00+08:00
CASE-000175,EVT-000106,需求突增-苏州-106,铁路替代+延期交付,6,9.6,253639.56,397203.3,0.5415,38,3,18,failed,2,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-05-06T08:00:00+08:00
CASE-000176,EVT-000009,需求突增-成都-009,紧急采购+生产计划调整,72,56.27,86564.8,68992.15,0.9275,28,3,9,partial_success,4,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-06-23T08:00:00+08:00
CASE-000177,EVT-000120,供应商停产-天津-120,双供应商分单+安全库存锁定,72,132.37,559953.81,708921.2,0.6817,15,3,15,failed,3,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-12-17T08:00:00+08:00
CASE-000178,EVT-000044,海关查验延误-东莞-044,双供应商分单+安全库存锁定,24,7.47,755196.48,651040.64,0.8852,18,1,6,success,4,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-01-23T08:00:00+08:00
CASE-000179,EVT-000052,需求突增-上海-052,库存重分配+客户分级沟通,6,5.25,201395.72,252386.82,0.6497,22,1,2,success,4,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-01-19T08:00:00+08:00
CASE-000180,EVT-000231,运输节点中断-天津-231,铁路替代+延期交付,12,18.67,669715.34,744834.56,0.7891,22,4,17,failed,2,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-06-21T08:00:00+08:00
CASE-000181,EVT-000231,运输节点中断-天津-231,库存重分配+客户分级沟通,36,39.92,351182.76,279190.19,0.7309,13,2,11,partial_success,3,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-07-28T08:00:00+08:00
CASE-000182,EVT-000167,海关查验延误-上海-167,紧急采购+生产计划调整,36,23.95,848873.39,433018.95,0.8456,14,2,16,partial_success,4,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-06-19T08:00:00+08:00
CASE-000183,EVT-000048,区域限电-青岛-048,铁路替代+延期交付,48,8.64,56785.72,42401.73,1.0,0,1,0,success,5,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-07-12T08:00:00+08:00
CASE-000184,EVT-000187,质量召回-上海-187,铁路替代+延期交付,24,24.04,482964.17,446741.08,0.9269,23,3,9,partial_success,4,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-08-29T08:00:00+08:00
CASE-000185,EVT-000102,运输节点中断-杭州-102,铁路替代+延期交付,6,4.6,457066.61,397003.72,0.7522,30,2,12,partial_success,2,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-03-12T08:00:00+08:00
CASE-000186,EVT-000145,供应商停产-苏州-145,铁路替代+延期交付,12,5.16,656618.5,407644.66,1.0,2,0,2,success,4,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-02-01T08:00:00+08:00
CASE-000187,EVT-000130,海关查验延误-成都-130,紧急采购+生产计划调整,48,64.0,419363.58,498732.19,0.6858,32,3,14,partial_success,3,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-09-22T08:00:00+08:00
CASE-000188,EVT-000094,海关查验延误-苏州-094,接受短期停线+控制现金成本,72,116.53,147927.41,221176.56,0.5908,31,4,17,failed,4,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-10-24T08:00:00+08:00
CASE-000189,EVT-000113,供应商停产-东莞-113,铁路替代+延期交付,72,48.98,261966.95,200133.35,0.8161,0,0,0,success,4,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-06-02T08:00:00+08:00
CASE-000190,EVT-000056,运输节点中断-合肥-056,紧急采购+生产计划调整,12,14.64,140673.79,212375.21,0.6435,17,3,17,failed,3,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-05-07T08:00:00+08:00
CASE-000191,EVT-000065,需求突增-青岛-065,接受短期停线+控制现金成本,48,72.43,130559.81,193780.87,0.6551,42,4,16,failed,3,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-07-18T08:00:00+08:00
CASE-000192,EVT-000025,海关查验延误-武汉-025,铁路替代+延期交付,72,12.96,602883.39,253211.02,1.0,0,0,2,success,4,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-08-20T08:00:00+08:00
CASE-000193,EVT-000138,台风天气-上海-138,关键订单空运+备用供应商补货,12,8.29,82734.39,68844.49,0.9654,6,1,4,success,5,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-03-01T08:00:00+08:00
CASE-000194,EVT-000039,台风天气-合肥-039,接受短期停线+控制现金成本,72,21.8,482293.69,546256.79,0.8881,22,0,0,success,5,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-11-09T08:00:00+08:00
CASE-000195,EVT-000132,质量召回-青岛-132,铁路替代+延期交付,12,2.18,151551.7,63651.71,0.9493,0,0,1,success,3,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-12-21T08:00:00+08:00
CASE-000196,EVT-000175,区域限电-苏州-175,关键订单空运+备用供应商补货,36,37.12,802304.09,998707.03,0.5827,9,1,9,partial_success,5,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-09-05T08:00:00+08:00
CASE-000197,EVT-000022,质量召回-成都-022,紧急采购+生产计划调整,72,129.15,169979.04,281249.03,0.6046,38,3,16,failed,3,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-12-31T08:00:00+08:00
CASE-000198,EVT-000166,区域限电-成都-166,双供应商分单+安全库存锁定,72,39.33,661387.75,695896.57,0.8396,16,2,7,success,3,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-08-24T08:00:00+08:00
CASE-000199,EVT-000174,海关查验延误-宁波-174,铁路替代+延期交付,48,57.27,60394.89,46545.84,0.8287,3,3,15,failed,3,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2026-02-19T08:00:00+08:00
CASE-000200,EVT-000178,区域限电-武汉-178,铁路替代+延期交付,12,8.2,136201.44,146836.52,0.7567,4,2,6,success,3,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-11-21T08:00:00+08:00
CASE-000201,EVT-000091,海关查验延误-杭州-091,库存重分配+客户分级沟通,6,6.2,423662.09,602765.5,0.7129,13,1,8,success,5,优先保障A级客户，并同时验证备用供应商产能、质量与运输可用性。,demo-rule-v1,expert-2026-06,2025-11-01T08:00:00+08:00
